查找,,,,,,,,,,,,,,,,,365,"Total Subsystem QTY (Week 20, 21 and 22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/.,,,,,,,,,,,,,,,,,81,Uploaded QTY(uploaded/canceled/N/A),,,,,,,RCC Verification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Master List - 3-Week Lookahead
February 2nd, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"3WLA on Weeks: 6, 7, 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Total Subsytems 3WLA,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Received Last Week,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Forecasted Next Week,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Delayed from Last week,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Total Subsytems Next Week,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,System Number,Train,LSU,Subsystem Number,Component Number,Subsystem Name,Baseline,Forecast,Forecast,Diff,Forecast Week,Schedule Flag,Type,HOP Number,PIL,HOP Status ,EST,"Support
(Amman)",Issues (Mechanical), Issues (Piping),Issues (E&I),"PIL
36,Process,3210-09,BOP,LSU-CC-P-54,3210-09-07,3213-ME-603,Pebble Crusher 6 Discharge Chute Inspection Hatch Hydraulic Actuator,,,,0,,,MEC+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-09-07,N/A,"电气：计划6月4日子系统RQI现场验收

仪表：计划6月4日子系统RQI现场验收",,,A - Proceed,2026/4/8,N/A,,,,Partial,2026/4/8,Partial,2026/4/8,,,,,3210-09-07,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-09-07,PR2ME-PIL-QTY-59-HOP-3210-09-07,,,TRUE,FALSE,#REF!,,,,
37,Process,3210-09,BOP,LSU-CC-P-54,3210-09-06,3213-AX-601/602,Pebble Crusher 6 Lube Air Cooled Exchanger 1 & 2,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-09-06,N/A,,,,A - Proceed,2026/4/16,N/A,,,,Partial,2026/4/16,Partial,2026/4/16,,,,,3210-09-06,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-09-06,PR2ME-PIL-QTY-59-HOP-3210-09-06,,,TRUE,FALSE,FALSE,,,,
38,Process,3210-09,BOP,LSU-CC-P-54,3210-09-05,3213-HO-601,Pebble Crusher 6 Discharge Hopper,,,,0,,,MEC+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-09-05,N/A,"仪表：计划6月4日子系统RQI现场验收

电气：N/A",,,A - Proceed,2026/4/20,N/A,,,,Partial,2026/4/20,,,,,,,3210-09-05,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-09-05,PR2ME-PIL-QTY-59-HOP-3210-09-05,,,TRUE,FALSE,FALSE,,,,
39,Process,3210-09,BOP,LSU-CC-P-54,3210-09-04,3213-LU-601,Pebble Crusher 6 Lubrication Package,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,PR2ME-PIL-QTY-50-HOP-LOL-3210-09-04,"电气：计划6月4日子系统RQI现场验收

仪表：计划6月4日子系统RQI现场验收",,,,,A - Proceed,2026/4/15,,,Partial,2026/4/15,Partial,2026/4/15,,,,,3210-09-04,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-09-04,,PR2ME-PIL-QTY-50-HOP-LOL-3210-09-04,,FALSE,TRUE,FALSE,,,,
40,Process,3210-09,BOP,LSU-CC-P-54,3210-09-03,3213-HP-601,Pebble Crusher 6 Hydraulic Power Unit,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,N/A,"电气：计划6月4日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3210-09-03,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-09-03,,,,FALSE,FALSE,FALSE,,,,
41,Process,3210-09,BOP,LSU-CC-P-54,3210-09-02,3213-BL-601,Pebble Crusher Countershaft Box Blower & Filter,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-09-02,N/A,"电气：计划6月4日子系统RQI现场验收

仪表：计划6月4日子系统RQI现场验收",,,A - Proceed,2026/4/29,N/A,,,,Partial,2026/4/29,,,,,,,3210-09-02,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-09-02,PR2ME-PIL-QTY-59-HOP-3210-09-02,,,TRUE,FALSE,FALSE,,,,
42,Process,3210-09,BOP,LSU-CC-P-54,3210-09-01,3213-CR-601,Pebble Crusher 6,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,N/A,"电气：计划6月4日子系统RQI现场验收

仪表：计划6月4日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3210-09-01,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-09-01,,,,FALSE,FALSE,FALSE,,,,
43,Process,3210-08,BOP,LSU-CC-P-54,3210-08-04,3213-ME-601-M1/M2,Pebble Crusher 6 Belt Feeder Retraction Wheel Blocks Drive 1 & 2,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,N/A,"电气：计划6月4日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3210-08-04,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-08-04,,,,FALSE,FALSE,FALSE,,,,
44,Process,3210-08,BOP,LSU-CC-P-54,3210-08-03,313-MD-601,Pebble Crusher 6 Feeder Metal Detector,,,,0,,,MEC+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-08-03,N/A,"仪表：计划6月4日子系统RQI现场验收

电气：N/A",,,A - Proceed,2026/4/9,N/A,,,,Partial,2026/4/9,Partial,2026/4/9,,,,,3210-08-03,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-08-03,PR2ME-PIL-QTY-59-HOP-3210-08-03,,,TRUE,FALSE,FALSE,,,,
45,Process,3210-08,BOP,LSU-CC-P-54,3210-08-02,3213-FE-601-M1,Pebble Crusher 6 Belt Feeder Motor,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,N/A,"电气：计划6月5日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3210-08-02,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-08-02,,,,FALSE,FALSE,FALSE,,,,
46,Process,3210-08,BOP,LSU-CC-P-54,3210-08-01,3213-FE-601,Pebble Crusher 6 Belt Feeder,,,,0,,,MEC+INS,,PIL(MCC15),,,,"
RQI(PR2ME-3200-PIL-QTY-RQI-30085 5月3日提交业主审核",N/A,"仪表：计划6月5日子系统RQI现场验收

电气：N/A",,,,,N/A,,,,,,,,,,,,3210-08-01,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-08-01,,,,FALSE,FALSE,FALSE,,,,
47,Process,3210-07,BOP,LSU-CC-P-54,3210-07-07,3213-ME-521,Pebble Crusher 5 Discharge Chute Inspection Hatch Hydraulic Actuator,,,,0,,,MEC+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-07-07,N/A,"仪表：计划6月5日子系统RQI现场验收

电气：N/A",,,A - Proceed,2026/4/9,N/A,,,,Partial,2026/4/9,Partial,2026/4/9,,,,,3210-07-07,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-07-07,PR2ME-PIL-QTY-59-HOP-3210-07-07,,,TRUE,FALSE,FALSE,,,,
48,Process,3210-07,BOP,LSU-CC-P-54,3210-07-06,3213-AX-501/502,Pebble Crusher 5 Lube Air Cooled Exchanger 1 & 2,,,,0,,,MEC+ELE+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-07-06,N/A,"仪表：计划6月5日子系统RQI现场验收

电气：计划6月5日子系统RQI现场验收",,,A - Proceed,2026/4/15,N/A,,,,Partial,2026/4/15,Partial,2026/4/15,,,,,3210-07-06,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-07-06,PR2ME-PIL-QTY-59-HOP-3210-07-06,,,TRUE,FALSE,FALSE,,,,
49,Process,3210-07,BOP,LSU-CC-P-54,3210-07-05,3213-HO-505,Pebble Crusher 5 Discharge Hopper,,,,0,,,MEC+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-07-05,N/A,"仪表：计划6月5日子系统RQI现场验收

电气：N/A",,,A - Proceed,2026/4/20,N/A,,,,Partial,2026/4/20,,,,,,,3210-07-05,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-07-05,PR2ME-PIL-QTY-59-HOP-3210-07-05,,,TRUE,FALSE,FALSE,,,,
50,Process,3210-07,BOP,LSU-CC-P-54,3210-07-04,3213-LU-501,Pebble Crusher 5 Lubrication Package,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,PR2ME-PIL-QTY-50-HOP-LOL-3210-07-04,"仪表：计划6月5日子系统RQI现场验收

电气：计划6月5日子系统RQI现场验收",,,,,A - Proceed,2026/4/9,,,Partial,2026/4/9,Partial,2026/4/9,,,,,3210-07-04,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-07-04,,PR2ME-PIL-QTY-50-HOP-LOL-3210-07-04,,FALSE,TRUE,FALSE,,,,
51,,2110,,LSU-CR-P-03,,,Primary Crusher 4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
52,Process,3210-07,BOP,LSU-CC-P-54,3210-07-03,3213-HP-501,Pebble Crusher 5 Hydraulic Power Unit,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,N/A,"电气：计划6月5日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3210-07-03,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-07-03,,,,FALSE,FALSE,FALSE,,,,
53,Process,3210-07,BOP,LSU-CC-P-54,3210-07-02,3213-BL-501,Pebble Crusher Countershaft Box Blower & Filter,,,,0,,,,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-07-02,N/A,"仪表：计划6月5日子系统RQI现场验收

电气：计划6月5日子系统RQI现场验收",,,Issued for Review / Approval,2026/3/3,N/A,,,,,,,,,,,,3210-07-02,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-07-02,PR2ME-PIL-QTY-59-HOP-3210-07-02,,,TRUE,FALSE,FALSE,,,,
54,Process,3210-07,BOP,LSU-CC-P-54,3210-07-01,3213-CR-501,Pebble Crusher 5,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,N/A,"仪表：计划6月5日子系统RQI现场验收

电气：计划6月5日子系统RQI现场验收",,,,,N/A,,,,,,,,,,,,3210-07-01,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-07-01,,,,FALSE,FALSE,FALSE,,,,
55,Process,3210-06,BOP,LSU-CC-P-54,3210-06-04,3213-MD-504-M1/M2,Pebble Crusher 5 Belt Feeder Retraction Wheel Blocks Drive 1 & 2,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,N/A,"电气：计划6月5日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3210-06-04,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-06-04,,,,FALSE,FALSE,FALSE,,,,
56,Process,3210-06,BOP,LSU-CC-P-54,3210-06-03,3213-MD-501,Pebble Crusher 5 Feeder Metal Detector,,,,0,,,MEC+INS,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-06-03,N/A,"仪表：计划6月5日子系统RQI现场验收

电气：N/A",,,A - Proceed,2026/4/9,N/A,,,,Partial,2026/4/9,Partial,2026/4/9,,,,,3210-06-03,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-06-03,PR2ME-PIL-QTY-59-HOP-3210-06-03,,,TRUE,FALSE,FALSE,,,,
57,Process,3210-06,BOP,LSU-CC-P-54,3210-06-02,3213-FE-504-M1,Pebble Crusher 5 Belt Feeder Motor,,,,0,,,,,PIL(MCC15),,,,等待MCCR-69签署后提交HOP包,N/A,"电气：计划6月5日子系统RQI现场验收

仪表：N/A",,,,,N/A,,,,,,,,,,,,3210-06-02,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-06-02,,,,FALSE,FALSE,FALSE,,,,
58,Process,3210-06,BOP,LSU-CC-P-54,3210-06-01,3213-FE-504,Pebble Crusher 5 Belt Feeder,,,,0,,,MEC+INS,,PIL(MCC15),,,,"
RQI(PR2ME-3200-PIL-QTY-RQI-30085 5月3日提交业主审核",N/A,"仪表：计划6月5日子系统RQI现场验收

电气：N/A",,,,,N/A,,,,,,,,,,,,3210-06-01,TRUE,Grinding,LSU-CC-P-54 Pebble Crushers,,TRUE,3210-06-01,,,,FALSE,FALSE,FALSE,,,,
59,Process,3210-05,BOP,LSU-CC-P-21,3210-05-04,3213-HP-510,Pebble Crusher Feed Bin Isolation Gate Hydraulic Power Unit,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(D:-56d)(P),MEC+ELE,,PIL(MCC15),,TBD,,PR2ME-PIL-QTY-59-HOP-3210-05-04,N/A,"电气：
1个A类尾项，计划5月17日关闭
计划5月19日HOP包递交至阿曼审核
PR2ME-PIL-QTY-65-HOP-3210-05-04

仪表：N/A",,,A - Proceed,2026/4/16,N/A,,,,Partial,2026/4/16,Partial,2026/4/16,,,,,3210-05-04,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-05-04,PR2ME-PIL-QTY-59-HOP-3210-05-04,,,TRUE,FALSE,FALSE,,,,
60,Process,3210-05,BOP,LSU-CC-P-21,3210-05-03,3213-GA-510/610/710/810 Vendor Package,Pebble Crusher Feed Bin Isolation Gates,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(Important) (D:-56d)(P),MEC+ELE,,PIL(MCC15),,21-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3210-05-03,N/A,"电气：
计划5月14日子系统RQI现场验收

仪表：N/A（厂家设备）",,,A - Proceed,2026/3/25,N/A,,,,Partial,2026/3/25,Partial,2026/3/25,,,,,3210-05-03,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-05-03,PR2ME-PIL-QTY-59-HOP-3210-05-03,,,TRUE,FALSE,FALSE,,,,
61,Process,3210-05,BOP,LSU-CC-P-21,3210-05-02,3213-BN-502/601/701/801,Pebble Crusher Feed Bins,16-Mar-2026,20-Apr-2026,16-Mar-2026,-35,17,(D:-39d) (C),MEC+INS,,PIL(MCC15),UPLOADED TO ACONEX,25-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3210-05-02,N/A,PR2ME-PIL-QTY-70-HOP-3210-05-02,,,A - Proceed,2026/4/24,N/A,,A - Proceed,2026/4/22,Subsystem C1C Ready,2026/4/24,,,,,,,3210-05-02,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-05-02,PR2ME-PIL-QTY-59-HOP-3210-05-02,,PR2ME-PIL-QTY-70-HOP-3210-05-02,TRUE,FALSE,TRUE,,,,
62,Process,3210-05,BOP,LSU-CC-P-21,3210-05-01,3213-BN-002,Pebble Crusher 6 & 7 Feed Bin Combined Overflow Bunker,16-Mar-2026,1-Dec-2025,16-Mar-2026,105,49,(G:105d) (C),MEC,,PIL(MCC15),UPLOADED TO ACONEX,,,"PR2ME-3200-PIL-QTY-10-HOP-0001
PR2ME-PIL-QTY-59-HOP-3210-05-01",N/A,N/A,,,A - Proceed,2026/4/20,N/A,,N/A,,Subsystem C1C Ready,2026/4/20,,,,,,,3210-05-01,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-05-01,"PR2ME-3200-PIL-QTY-10-HOP-0001
PR2ME-PIL-QTY-59-HOP-3210-05-01",,,TRUE,FALSE,FALSE,,,,
63,Process,3210-04,BOP,LSU-CC-P-21,3210-04-04,3212-CV-019-M1,Pebble Crusher Feed Conveyor Motor,16-Mar-2026,23-Mar-2026,16-Mar-2026,-7,13,(D:-9d) (C),MEC+ELE+INS,,PIL(MCC15),,19-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3210-04-04,N/A,"电气：
4月29日子系统RQI已送至现场验收，待验收
PR2ME-3200-PIL-QTY-RQI-50119",,,A - Proceed,2026/3/25,N/A,,,,Partial,2026/3/25,Subsystem C1C Ready,2026/3/25,,,,,3210-04-04,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-04-04,PR2ME-PIL-QTY-59-HOP-3210-04-04,,,TRUE,FALSE,FALSE,,,,
64,Process,3210-04,BOP,LSU-CC-P-21,3210-04-03,3212-SH-001,Pebble Crusher Feed Conveyor Shuttle,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(D:-56d),MEC+ELE+INS,,PIL(MCC15),,TBD,,"此一同包含设备3212-HP-002,等待MCCR-69签署后移交。",N/A,"电气：
2个A类尾项，计划5月14日关闭尾项
计划5月16日HOP包递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3210-04-03

仪表：PR2ME-PIL-QTY-70-HOP-3210-04-03",,,,,N/A,,,,,,,,,,,,3210-04-03,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-04-03,,,PR2ME-PIL-QTY-70-HOP-3210-04-03,FALSE,FALSE,FALSE,,,,
65,Process,3210-04,BOP,LSU-CC-P-21,3210-04-02,3212-CV-019,Pebble Crusher Feed Conveyor,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(Important) (D:-56d),MEC+ELE+INS,,PIL(MCC15),,,"①MEC: 3223-CV-012/013 canopies ETA 27 May. PO 3001714964,SRN-1824
②MEC: final batch of Conveyor Guardings ETA 7 July.





1.(3223-CV-012/013)防雨罩预计5月27日到货，PO 3001714964,SRN-1824）；
2.皮带围栏未安装，最后一批预计7月7日到货","
RQI(PR2ME-3200-PIL-QTY-RQI-30085 5月3日提交业主审核
RQI已签字，正在组包中预计5月15日提交业主审核

PIL采购部：-Batch 2E:  (7set)  ETA 15 May 
Batch 3: FCA 07.05.26 / ETA BEN 23.05.26 (14 sets) (SRN-1690)  
Batch 4: FCA 21.05.26 / ETA BEN 03.06.26 (7sets) (SRN-1691) 
Batch 5: FCA 15.06.26 / ETA Site 22.06.26 (13sets) – SRN-1891
Batch 6: FCA 30.06.26 / ETA Site 07.07.26 ( 13sets ) – SRN-1892

3223-CV-012/13 PO 3001714964 SRN-1824ETA 27.05",N/A,"电气：N/A

仪表：
29个A类尾项，计划5月17日关闭完成
计划5月19日HOP包递交至阿曼审核
PR2ME-PIL-QTY-70-HOP-3210-04-02",,,,,N/A,,,,,,,,,,,,3210-04-02,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-04-02,,,,FALSE,FALSE,FALSE,,,,
66,Process,3210-03,Train 1,LSU-CC-P-21,3210-03-02,3214-CV-018,Emergency Pebble Stockpile Feed Conveyor Motor,16-Mar-2026,4-May-2026,16-Mar-2026,-49,19,(D:-49d) (C),MEC+ELE,,PIL(MCC15),UPLOADED TO ACONEX,30-Mar-2026,,PR2ME-PIL-QTY-59-HOP-3210-03-02,N/A,PR2ME-PIL-QTY-65-HOP-3210-03-02,,,A - Proceed,2026/5/4,N/A,,A - Proceed,2026/4/17,Subsystem C1C Ready,2026/5/4,Partial,2026/4/17,,,,,3210-03-02,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-03-02,PR2ME-PIL-QTY-59-HOP-3210-03-02,,PR2ME-PIL-QTY-65-HOP-3210-03-02,TRUE,FALSE,TRUE,,,,
67,Process,3210-03,Train 1,LSU-CC-P-21,3210-03-01,3214-CV-018,Emergency Pebble Stockpile Feed Conveyor,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(Important) (D:-56d),MEC+PIP+INS,,PIL(MCC15),,,,RQI已签字，正在组包中预计5月15日提交业主审核,PR2ME-PIL-QTY-50-HOP-PRW-3210-03-01,"电气：
计划5月20日子系统RQI现场报验

仪表：PR2ME-PIL-QTY-70-HOP-3210-03-01",,,,,A - Proceed,2026/3/19,,,Partial,2026/3/19,Partial,2026/3/19,,,,,3210-03-01,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-03-01,,PR2ME-PIL-QTY-50-HOP-PRW-3210-03-01,PR2ME-PIL-QTY-70-HOP-3210-03-01,FALSE,TRUE,FALSE,,,,
68,,2120,,LSU-CR-P-04,,,Crushed Ore Surge Pile 2 & Conveying,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,
69,Process,3210-02,Train 1,LSU-CC-P-21,3210-02-03,3211-MS-004,Pebble Crusher Feed Conveyor Belt Feeder 2 Magnet,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(Important) (D:-56d),MEC+ELE,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-02-03,N/A,"电气：
8个A类尾项，计划5月16日关闭完成
计划5月18日HOP包递交至阿曼审核
PR2ME-PIL-QTY-65-HOP-3210-02-03

仪表：N/A",,,A - Proceed,2026/4/20,N/A,,,,Partial,2026/4/20,,,,,,,3210-02-03,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-02-03,PR2ME-PIL-QTY-59-HOP-3210-02-03,,,TRUE,FALSE,FALSE,,,,
71,Process,3210-02,Train 1,LSU-CC-P-21,3210-02-01,3211-FE-008,Pebble Crushing Feed Conveyor Belt Feeder 2,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(Important) (D:-56d),MEC+ELE+INS,,PIL(MCC15),,,"①MEC: 3223-CV-012/013 canopies ETA 27 May. PO 3001714964,SRN-1824
②MEC: final batch of Conveyor Guardings ETA 7 July.







1.(3223-CV-012/013)防雨罩预计5月27日到货，PO 3001714964,SRN-1824）；
2.皮带围栏未安装，最后一批预计7月7日到货","
RQI已签字，正在组包中预计5月15日提交业主审核",N/A,"电气：
无A类尾项
计划5月15日HOP包递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3210-02-01

仪表：PR2ME-PIL-QTY-70-HOP-3210-02-01",,,,,N/A,,,,,,,,,,,,3210-02-01,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-02-01,,,PR2ME-PIL-QTY-70-HOP-3210-02-01,FALSE,FALSE,FALSE,,,,
72,Process,3210-01,Train 1,LSU-CC-P-21,3210-01-07,3211-MS-003,Pebble Crusher Feed Conveyor Belt Feeder 1 Magnet,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(Important) (D:-56d)(P),MEC+ELE,,PIL(MCC15),,,,PR2ME-PIL-QTY-59-HOP-3210-01-07,N/A,"电气：
6个A类尾项，计划5月16日关闭
计划5月18日HOP包递交至阿曼审核
PR2ME-PIL-QTY-65-HOP-3210-01-07

仪表：N/A",,,A - Proceed,2026/4/6,N/A,,,,Partial,2026/4/6,Partial,2026/4/6,,,,,3210-01-07,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-01-07,PR2ME-PIL-QTY-59-HOP-3210-01-07,,,TRUE,FALSE,FALSE,,,,
73,Process,3210-01,Train 1,LSU-CC-P-21,3210-01-06,3211-HP-001,Pebble Crusher Isolation Gate Hydraulic Pack,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(D:-56d),MEC+ELE,,PIL(MCC15),,,"①MEC: waiting for first filling oil to the motor to complete the HOP 
②MEC: pending the delivery of additional flexible hoses from vendor INTECH. NFCCHN-TECHQ-001952




等待INTECH厂家重新发货，暂无到货时间","
4月10日：等待INTECH厂家重新发货，暂无到货时间（PIL采购部：TQ-1952，Reservation 0006827367. 5月10日已到MALUK，预计5月14日到货）
HOP注油后提交(PR2ME-3200-PIL-QTY-HOP-3210-01-06)",N/A,PR2ME-PIL-QTY-65-HOP-3210-01-06,,,,,N/A,,A - Proceed,2026/4/20,Partial,2026/4/20,,,,,,,3210-01-06,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-01-06,,,PR2ME-PIL-QTY-65-HOP-3210-01-06,FALSE,FALSE,TRUE,,,,
74,Process,3210-01,Train 1,LSU-CC-P-21,3210-01-05,3211-GA-002,Pebble Crusher Transfer Bin Feeder 2 Isolation Gate,16-Mar-2026,20-Apr-2026,16-Mar-2026,-35,17,(D:-36d) (C),MEC,,PIL(MCC15),UPLOADED TO ACONEX,,,PR2ME-PIL-QTY-59-HOP-3210-01-05,N/A,N/A,,,A - Proceed,2026/4/21,N/A,,N/A,,Subsystem C1C Ready,2026/4/21,,,,,,,3210-01-05,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-01-05,PR2ME-PIL-QTY-59-HOP-3210-01-05,,,TRUE,FALSE,FALSE,,,,
75,Process,3210-01,Train 1,LSU-CC-P-21,3210-01-04,3211-GA-001,Pebble Crusher Transfer Bin Feeder 1 Isolation Gate,16-Mar-2026,20-Apr-2026,16-Mar-2026,-35,17,(D:-35d) (C),MEC,,PIL(MCC15),UPLOADED TO ACONEX,,,PR2ME-PIL-QTY-59-HOP-3210-01-04,N/A,N/A,,,A - Proceed,2026/4/20,N/A,,N/A,,Subsystem C1C Ready,2026/4/20,,,,,,,3210-01-04,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-01-04,PR2ME-PIL-QTY-59-HOP-3210-01-04,,,TRUE,FALSE,FALSE,,,,
76,Process,3210-01,Train 1,LSU-CC-P-21,3210-01-03,3211-FE-007,Pebble Crushing Belt Feeder 1,16-Mar-2026,11-May-2026,16-Mar-2026,-56,20,(Important) (D:-56d),MEC+ELE+INS,,PIL(MCC15),,,"①MEC: 3223-CV-012/013 canopies ETA 27 May. PO 3001714964,SRN-1824
②MEC: final batch of Conveyor Guardings ETA 7 July.







1.(3223-CV-012/013)防雨罩预计5月27日到货，PO 3001714964,SRN-1824）；
2.皮带围栏未安装，最后一批预计7月7日到货",RQI已签字，正在组包中预计5月15日提交业主审核,N/A,"电气：
无A类尾项
计划5月15日HOP包递交至阿曼审核PR2ME-PIL-QTY-65-HOP-3210-01-03

仪表：PR2ME-PIL-QTY-70-HOP-3210-01-03",,,,,N/A,,,,,,,,,,,,3210-01-03,TRUE,Grinding,LSU-CC-P-21 Pebble Crushing Feed,,TRUE,3210-01-03,,,PR2ME-PIL-QTY-70-HOP-3210-01-03,FALSE,FALSE,FALSE,,,,
